,File_Name,ID,Class,sample_rate,num_channel,bit_depth
1403,4573.wav,4573,air_conditioner,44100,2,PCM_16
1404,2102.wav,2102,street_music,44100,2,PCM_16
1405,6364.wav,6364,engine_idling,44100,2,PCM_16
1406,821.wav,821,children_playing,48000,2,PCM_16
1407,6402.wav,6402,gun_shot,44100,2,PCM_16
1408,61.wav,61,car_horn,96000,2,PCM_24
1409,2664.wav,2664,siren,48000,2,PCM_16
1410,4201.wav,4201,street_music,8000,2,PCM_16
1411,835.wav,835,siren,44100,2,PCM_16
1412,6416.wav,6416,air_conditioner,44100,2,PCM_16
1413,6370.wav,6370,street_music,48000,1,PCM_16
1414,2116.wav,2116,air_conditioner,44100,2,PCM_16
1415,6358.wav,6358,street_music,44100,1,PCM_16
1416,1437.wav,1437,car_horn,48000,2,PCM_24
1417,7046.wav,7046,siren,48000,2,PCM_24
1418,5889.wav,5889,engine_idling,44100,2,PCM_16
1419,3220.wav,3220,drilling,24000,2,PCM_16
1420,2658.wav,2658,jackhammer,44100,2,PCM_16
1421,3546.wav,3546,air_conditioner,48000,2,PCM_24
1422,7720.wav,7720,dog_bark,48000,1,PCM_16
1423,1351.wav,1351,engine_idling,96000,2,PCM_24
1424,809.wav,809,car_horn,44100,2,PCM_24
1425,8407.wav,8407,dog_bark,48000,2,PCM_16
1426,7734.wav,7734,jackhammer,44100,2,PCM_24
1427,1345.wav,1345,gun_shot,48000,2,PCM_24
1428,49.wav,49,drilling,44100,2,PCM_24
1429,5645.wav,5645,dog_bark,44100,2,PCM_16
1430,1423.wav,1423,siren,48000,2,PCM_24
1431,8361.wav,8361,drilling,44100,2,PCM_16
1432,7052.wav,7052,car_horn,44100,2,PCM_16
1433,5876.wav,5876,air_conditioner,44100,2,PCM_16
1434,5862.wav,5862,dog_bark,48000,2,PCM_16
1435,148.wav,148,car_horn,48000,2,PCM_16
1436,5692.wav,5692,jackhammer,44100,2,PCM_16
1437,7085.wav,7085,car_horn,44100,2,PCM_16
1438,160.wav,160,dog_bark,44100,2,PCM_16
1439,606.wav,606,children_playing,44100,2,PCM_16
1440,3585.wav,3585,siren,44100,2,PCM_16
1441,3591.wav,3591,dog_bark,44100,2,PCM_16
1442,2857.wav,2857,jackhammer,44100,2,PCM_16
1443,1386.wav,1386,car_horn,44100,2,PCM_16
1444,612.wav,612,drilling,96000,2,PCM_24
1445,7091.wav,7091,children_playing,44100,2,PCM_24
1446,174.wav,174,children_playing,44100,2,PCM_16
1447,4598.wav,4598,drilling,96000,2,PCM_16
1448,4017.wav,4017,street_music,48000,2,PCM_24
1449,3778.wav,3778,siren,44100,2,PCM_16
1450,2466.wav,2466,drilling,48000,2,PCM_16
1451,5309.wav,5309,children_playing,44100,2,PCM_16
1452,6600.wav,6600,drilling,44100,2,PCM_16
1453,7278.wav,7278,street_music,44100,2,PCM_16
1454,2300.wav,2300,street_music,44100,2,PCM_16
1455,2314.wav,2314,children_playing,44100,2,PCM_24
1456,6172.wav,6172,car_horn,44100,2,PCM_16
1457,6614.wav,6614,air_conditioner,44100,2,PCM_16
1458,8639.wav,8639,air_conditioner,44100,2,PCM_16
1459,4003.wav,4003,engine_idling,48000,1,PCM_24
1460,7522.wav,7522,dog_bark,96000,2,PCM_16
1461,8611.wav,8611,dog_bark,48000,2,PCM_16
1462,7244.wav,7244,jackhammer,48000,2,PCM_24
1463,8177.wav,8177,street_music,44100,2,PCM_16
1464,1635.wav,1635,air_conditioner,44100,2,PCM_24
1465,7250.wav,7250,dog_bark,44100,2,PCM_16
1466,1621.wav,1621,engine_idling,44100,2,PCM_16
1467,5447.wav,5447,air_conditioner,48000,2,PCM_16
1468,3036.wav,3036,air_conditioner,44100,2,PCM_24
1469,4759.wav,4759,engine_idling,44100,2,PCM_16
1470,3750.wav,3750,jackhammer,96000,2,PCM_24
1471,3988.wav,3988,jackhammer,44100,2,FLOAT
1472,5321.wav,5321,siren,44100,2,PCM_16
1473,6628.wav,6628,siren,48000,2,PCM_16
1474,1147.wav,1147,children_playing,44100,2,PCM_16
1475,8605.wav,8605,drilling,44100,2,PCM_16
1476,438.wav,438,children_playing,48000,1,PCM_24
1477,8188.wav,8188,siren,48000,2,PCM_16
1478,1812.wav,1812,jackhammer,48000,2,PCM_16
1479,1806.wav,1806,dog_bark,44100,2,PCM_16
1480,2499.wav,2499,children_playing,48000,2,PCM_24
1481,3787.wav,3787,engine_idling,48000,2,FLOAT
1482,7287.wav,7287,gun_shot,44100,2,PCM_16
1483,4956.wav,4956,children_playing,48000,2,PCM_24
1484,4942.wav,4942,children_playing,44100,2,PCM_16
1485,376.wav,376,drilling,44100,2,PCM_16
1486,410.wav,410,air_conditioner,48000,2,PCM_24
1487,7292.wav,7292,children_playing,48000,2,PCM_24
1488,377.wav,377,car_horn,44100,2,PCM_16
1489,4943.wav,4943,gun_shot,44100,2,PCM_16
1490,3792.wav,3792,street_music,44100,2,PCM_16
1491,411.wav,411,children_playing,48000,2,PCM_24
1492,6832.wav,6832,air_conditioner,48000,2,PCM_16
1493,1191.wav,1191,street_music,24000,2,PCM_16
1494,6826.wav,6826,gun_shot,96000,2,PCM_16
1495,2498.wav,2498,jackhammer,48000,2,PCM_16
1496,6198.wav,6198,siren,44100,1,PCM_16
1497,363.wav,363,jackhammer,44100,2,PCM_16
1498,1807.wav,1807,dog_bark,44100,2,PCM_24
1499,3962.wav,3962,drilling,44100,2,PCM_16
1500,8189.wav,8189,dog_bark,11025,2,PCM_16
1501,1813.wav,1813,engine_idling,44100,2,PCM_16
1502,4758.wav,4758,street_music,44100,2,PCM_16
1503,3037.wav,3037,drilling,44100,2,PCM_16
1504,2329.wav,2329,children_playing,44100,2,PCM_16
1505,7251.wav,7251,dog_bark,44100,2,PCM_16
1506,8604.wav,8604,street_music,48000,2,PCM_16
1507,6629.wav,6629,jackhammer,44100,1,PCM_16
1508,5320.wav,5320,street_music,44100,2,PCM_16
1509,3751.wav,3751,jackhammer,48000,2,PCM_24
1510,3745.wav,3745,siren,44100,2,PCM_16
1511,8610.wav,8610,engine_idling,48000,2,PCM_24
1512,7523.wav,7523,dog_bark,44100,2,PCM_24
1513,1152.wav,1152,jackhammer,96000,2,PCM_24
1514,1634.wav,1634,street_music,44100,2,PCM_16
1515,8176.wav,8176,siren,48000,2,PCM_24
1516,7245.wav,7245,drilling,44100,2,PCM_16
1517,4994.wav,4994,gun_shot,44100,2,PCM_16
1518,5452.wav,5452,jackhammer,96000,2,PCM_24
1519,6173.wav,6173,drilling,96000,1,PCM_24
1520,388.wav,388,siren,48000,2,PCM_16
1521,4764.wav,4764,jackhammer,96000,2,PCM_24
1522,2473.wav,2473,siren,44100,2,PCM_16
1523,4002.wav,4002,siren,48000,2,PCM_16
1524,5308.wav,5308,engine_idling,44100,2,PCM_16
1525,4770.wav,4770,air_conditioner,48000,2,PCM_16
1526,2301.wav,2301,children_playing,96000,2,PCM_24
1527,1608.wav,1608,drilling,44100,2,PCM_24
1528,7279.wav,7279,drilling,44100,2,PCM_16
1529,613.wav,613,siren,44100,2,PCM_16
1530,3590.wav,3590,drilling,44100,2,PCM_16
1531,4599.wav,4599,street_music,44100,2,PCM_16
1532,5687.wav,5687,car_horn,44100,2,PCM_16
1533,175.wav,175,gun_shot,44100,2,PCM_16
1534,7084.wav,7084,street_music,44100,2,PCM_24
1535,2842.wav,2842,drilling,22050,2,PCM_16
1536,3584.wav,3584,siren,48000,2,PCM_16
1537,1393.wav,1393,engine_idling,48000,2,FLOAT
1538,607.wav,607,children_playing,48000,2,PCM_24
1539,149.wav,149,siren,48000,2,PCM_24
1540,5863.wav,5863,children_playing,48000,2,PCM_16
1541,5877.wav,5877,jackhammer,44100,2,FLOAT
1542,5122.wav,5122,children_playing,44100,2,PCM_16
1543,48.wav,48,car_horn,48000,2,PCM_16
1544,7735.wav,7735,air_conditioner,44100,2,PCM_24
1545,8406.wav,8406,car_horn,44100,2,PCM_16
1546,7053.wav,7053,siren,44100,2,PCM_16
1547,8360.wav,8360,engine_idling,48000,2,PCM_24
1548,5644.wav,5644,dog_bark,44100,2,PCM_16
1549,3235.wav,3235,street_music,48000,2,PCM_24
1550,5650.wav,5650,jackhammer,44100,2,FLOAT
1551,3221.wav,3221,children_playing,48000,2,PCM_24
1552,5888.wav,5888,dog_bark,44100,2,PCM_24
1553,1436.wav,1436,drilling,24000,2,PCM_16
1554,6359.wav,6359,siren,44100,2,PCM_16
1555,1350.wav,1350,drilling,44100,2,PCM_16
1556,7721.wav,7721,drilling,44100,1,PCM_16
1557,8412.wav,8412,children_playing,44100,2,PCM_16
1558,2881.wav,2881,siren,48000,2,PCM_24
1559,4228.wav,4228,street_music,48000,2,PCM_24
1560,3547.wav,3547,car_horn,44100,2,PCM_24
1561,2659.wav,2659,siren,44100,2,PCM_16
1562,74.wav,74,street_music,44100,2,PCM_16
1563,6417.wav,6417,siren,48000,2,PCM_24
1564,1378.wav,1378,children_playing,48000,2,PCM_24
1565,834.wav,834,engine_idling,48000,2,PCM_16
1566,4200.wav,4200,children_playing,48000,2,PCM_16
1567,2671.wav,2671,drilling,44100,2,PCM_16
1568,5678.wav,5678,air_conditioner,44100,2,PCM_24
1569,2117.wav,2117,drilling,96000,2,PCM_16
1570,3209.wav,3209,children_playing,44100,2,PCM_16
1571,4566.wav,4566,children_playing,44100,2,PCM_16
1572,6371.wav,6371,engine_idling,44100,2,PCM_16
1573,2103.wav,2103,street_music,48000,2,PCM_24
1574,4572.wav,4572,drilling,44100,2,PCM_24
1575,2665.wav,2665,children_playing,48000,2,PCM_24
1576,6403.wav,6403,air_conditioner,44100,2,PCM_16
1577,60.wav,60,siren,44100,2,PCM_16
1578,820.wav,820,engine_idling,48000,2,PCM_24
1579,7682.wav,7682,drilling,44100,2,PCM_16
1580,2922.wav,2922,dog_bark,44100,2,PCM_16
1581,5095.wav,5095,siren,44100,2,PCM_16
1582,1581.wav,1581,jackhammer,48000,2,PCM_16
1583,2936.wav,2936,siren,44100,2,PCM_16
1584,5081.wav,5081,street_music,48000,2,PCM_24
1585,773.wav,773,air_conditioner,44100,2,PCM_16
1586,7696.wav,7696,car_horn,48000,2,PCM_24
1587,5917.wav,5917,children_playing,44100,2,PCM_16
1588,5903.wav,5903,drilling,96000,2,PCM_24
1589,7872.wav,7872,gun_shot,44100,2,PCM_16
1590,8599.wav,8599,siren,48000,2,PCM_16
1591,2739.wav,2739,siren,48000,2,PCM_16
1592,7641.wav,7641,street_music,44100,2,PCM_16
1593,7899.wav,7899,street_music,44100,2,PCM_16
1594,1230.wav,1230,drilling,48000,2,PCM_16
1595,6239.wav,6239,engine_idling,48000,2,PCM_24
1596,1556.wav,1556,jackhammer,44100,2,PCM_16
1597,5730.wav,5730,air_conditioner,44100,2,PCM_16
1598,3355.wav,3355,air_conditioner,48000,2,PCM_16
1599,5724.wav,5724,dog_bark,44100,2,PCM_24
1600,1542.wav,1542,street_music,44100,2,PCM_24
1601,7133.wav,7133,engine_idling,48000,2,PCM_16
1602,8200.wav,8200,street_music,24000,2,PCM_16
1603,7655.wav,7655,street_music,44100,2,PCM_24
1604,1224.wav,1224,siren,44100,2,PCM_16
1605,5042.wav,5042,street_music,48000,2,PCM_16
1606,3433.wav,3433,air_conditioner,44100,2,PCM_16
1607,798.wav,798,street_music,96000,2,PCM_24
1608,6563.wav,6563,jackhammer,48000,2,PCM_16
1609,2705.wav,2705,gun_shot,48000,2,PCM_24
1610,4374.wav,4374,siren,48000,2,PCM_24
1611,4412.wav,4412,dog_bark,48000,2,PCM_24
1612,2063.wav,2063,air_conditioner,44100,2,PCM_16
1613,6205.wav,6205,engine_idling,44100,2,PCM_16
1614,8228.wav,8228,street_music,44100,2,PCM_16
1615,6211.wav,6211,children_playing,44100,1,PCM_24
1616,4406.wav,4406,jackhammer,96000,2,PCM_24
1617,3369.wav,3369,car_horn,48000,1,PCM_16
1618,2077.wav,2077,dog_bark,48000,2,PCM_16
1619,2711.wav,2711,air_conditioner,44100,2,PCM_16
1620,954.wav,954,car_horn,44100,2,PCM_16
1621,7669.wav,7669,engine_idling,48000,1,PCM_24
1622,1218.wav,1218,siren,48000,2,PCM_24
1623,3180.wav,3180,jackhammer,44100,2,PCM_16
1624,4837.wav,4837,siren,48000,2,PCM_16
1625,5297.wav,5297,dog_bark,44100,2,PCM_16
1626,4189.wav,4189,gun_shot,48000,2,PCM_16
1627,6946.wav,6946,air_conditioner,48000,2,PCM_16
1628,565.wav,565,children_playing,44100,2,PCM_16
1629,7494.wav,7494,drilling,44100,2,PCM_24
1630,571.wav,571,car_horn,44100,2,PCM_16
1631,5283.wav,5283,engine_idling,44100,2,PCM_16
1632,3194.wav,3194,gun_shot,96000,2,PCM_16
1633,4823.wav,4823,drilling,44100,2,PCM_16
1634,217.wav,217,dog_bark,48000,2,PCM_24
1635,1783.wav,1783,children_playing,44100,2,PCM_16
1636,1973.wav,1973,gun_shot,44100,2,PCM_16
1637,559.wav,559,engine_idling,44100,2,PCM_16
1638,3816.wav,3816,street_music,96000,2,PCM_24
1639,1967.wav,1967,engine_idling,44100,2,PCM_16
1640,3143.wav,3143,street_music,48000,1,PCM_16
1641,8016.wav,8016,jackhammer,48000,2,PCM_16
1642,1754.wav,1754,car_horn,44100,2,PCM_16
1643,1032.wav,1032,street_music,44100,2,PCM_16
1644,6985.wav,6985,drilling,22050,1,PCM_U8
1645,7443.wav,7443,street_music,44100,2,PCM_16
1646,6749.wav,6749,street_music,48000,2,PCM_24
1647,1026.wav,1026,gun_shot,44100,2,PCM_16
1648,6991.wav,6991,siren,44100,2,PCM_16
1649,7457.wav,7457,children_playing,48000,2,PCM_24
1650,8002.wav,8002,dog_bark,48000,2,PCM_24
1651,7331.wav,7331,engine_idling,44100,2,PCM_16
1652,5526.wav,5526,air_conditioner,44100,2,PCM_24
1653,2249.wav,2249,engine_idling,44100,2,PCM_16
1654,3157.wav,3157,street_music,44100,2,PCM_16
1655,7319.wav,7319,siren,44100,2,PCM_16
1656,1768.wav,1768,jackhammer,96000,2,PCM_24
1657,6007.wav,6007,jackhammer,44100,2,PCM_16
1658,4610.wav,4610,air_conditioner,44100,2,PCM_16
1659,3619.wav,3619,air_conditioner,44100,2,PCM_16
1660,2507.wav,2507,engine_idling,48000,2,PCM_24
1661,5268.wav,5268,jackhammer,48000,2,PCM_24
1662,6775.wav,6775,air_conditioner,48000,2,PCM_24
1663,4162.wav,4162,jackhammer,96000,2,PCM_24
1664,2513.wav,2513,air_conditioner,48000,2,PCM_16
1665,2275.wav,2275,children_playing,44100,2,PCM_16
1666,4604.wav,4604,car_horn,44100,2,PCM_16
1667,6013.wav,6013,street_music,44100,2,PCM_16
1668,598.wav,598,siren,44100,2,PCM_16
1669,6763.wav,6763,children_playing,44100,1,PCM_24
1670,2505.wav,2505,drilling,22050,1,PCM_U8
1671,4174.wav,4174,street_music,48000,2,PCM_16
1672,4612.wav,4612,air_conditioner,48000,2,PCM_24
1673,6005.wav,6005,engine_idling,44100,2,PCM_16
1674,8028.wav,8028,drilling,24000,2,PCM_16
1675,3169.wav,3169,air_conditioner,48000,2,PCM_16
1676,2277.wav,2277,dog_bark,44100,2,PCM_16
1677,5518.wav,5518,engine_idling,44100,2,PCM_16
1678,2511.wav,2511,jackhammer,44100,2,FLOAT
1679,4160.wav,4160,jackhammer,48000,2,PCM_24
1680,7469.wav,7469,dog_bark,96000,2,PCM_24
1681,1018.wav,1018,street_music,44100,2,PCM_16
1682,6777.wav,6777,children_playing,44100,2,PCM_16
1683,2539.wav,2539,children_playing,44100,2,PCM_16
1684,3627.wav,3627,engine_idling,48000,2,PCM_24
1685,1030.wav,1030,jackhammer,48000,1,PCM_24
1686,8014.wav,8014,dog_bark,96000,2,PCM_24
1687,5530.wav,5530,dog_bark,96000,2,PCM_24
1688,3155.wav,3155,air_conditioner,44100,2,PCM_16
1689,5524.wav,5524,car_horn,48000,1,PCM_24
1690,8000.wav,8000,children_playing,48000,2,PCM_24
1691,7333.wav,7333,children_playing,44100,2,PCM_16
1692,7455.wav,7455,air_conditioner,44100,2,PCM_24
1693,6993.wav,6993,street_music,44100,2,PCM_16
1694,1024.wav,1024,children_playing,48000,2,PCM_24
1695,3800.wav,3800,jackhammer,48000,2,PCM_24
1696,1971.wav,1971,street_music,44100,2,PCM_16
1697,229.wav,229,children_playing,48000,2,PCM_24
1698,567.wav,567,air_conditioner,48000,1,PCM_16
1699,7482.wav,7482,children_playing,48000,2,PCM_24
1700,4835.wav,4835,drilling,96000,1,PCM_24
1701,3182.wav,3182,jackhammer,48000,2,PCM_16
1702,1795.wav,1795,street_music,44100,2,PCM_16
1703,215.wav,215,dog_bark,11025,1,PCM_16
1704,4821.wav,4821,air_conditioner,44100,2,PCM_16
1705,3196.wav,3196,gun_shot,44100,2,PCM_16
1706,5281.wav,5281,drilling,44100,2,PCM_16
1707,3828.wav,3828,children_playing,44100,2,PCM_16
1708,573.wav,573,drilling,44100,2,PCM_16
1709,3419.wav,3419,air_conditioner,44100,2,PCM_24
1710,2707.wav,2707,street_music,44100,2,PCM_16
1711,5068.wav,5068,dog_bark,44100,2,PCM_24
1712,6575.wav,6575,air_conditioner,44100,2,PCM_16
1713,8558.wav,8558,jackhammer,96000,2,PCM_24
1714,956.wav,956,jackhammer,48000,2,PCM_24
1715,4362.wav,4362,children_playing,44100,2,PCM_16
1716,2713.wav,2713,siren,48000,2,PCM_24
1717,6213.wav,6213,siren,44100,2,PCM_16
1718,5732.wav,5732,engine_idling,48000,1,PCM_24
1719,3343.wav,3343,children_playing,44100,2,PCM_24
1720,8216.wav,8216,dog_bark,11025,2,PCM_16
1721,1554.wav,1554,air_conditioner,44100,2,PCM_24
1722,1232.wav,1232,air_conditioner,44100,2,PCM_16
1723,8570.wav,8570,drilling,44100,2,PCM_16
1724,3425.wav,3425,siren,48000,2,PCM_16
1725,5040.wav,5040,engine_idling,48000,2,PCM_16
1726,6549.wav,6549,street_music,44100,2,PCM_16
1727,1226.wav,1226,siren,44100,2,PCM_16
1728,7657.wav,7657,dog_bark,48000,2,PCM_16
1729,8564.wav,8564,siren,48000,2,PCM_16
1730,7131.wav,7131,air_conditioner,44100,2,PCM_16
1731,8202.wav,8202,jackhammer,44100,2,PCM_24
1732,1540.wav,1540,siren,48000,2,PCM_24
1733,5726.wav,5726,engine_idling,48000,2,PCM_16
1734,2049.wav,2049,street_music,44100,2,PCM_24
1735,3357.wav,3357,jackhammer,44100,2,PCM_16
1736,4438.wav,4438,street_music,44100,2,PCM_24
1737,5915.wav,5915,drilling,44100,2,PCM_16
1738,995.wav,995,drilling,44100,2,PCM_16
1739,7870.wav,7870,car_horn,44100,2,PCM_16
1740,5901.wav,5901,air_conditioner,44100,2,PCM_16
1741,1597.wav,1597,jackhammer,96000,2,PCM_24
1742,2920.wav,2920,street_music,44100,2,PCM_16
1743,4389.wav,4389,jackhammer,48000,2,PCM_16
1744,7680.wav,7680,siren,48000,2,PCM_24
1745,7858.wav,7858,drilling,96000,1,PCM_24
1746,765.wav,765,air_conditioner,44100,2,PCM_16
1747,7694.wav,7694,engine_idling,48000,2,PCM_16
1748,771.wav,771,street_music,8000,2,PCM_16
1749,2934.wav,2934,children_playing,48000,2,PCM_24
1750,3394.wav,3394,street_music,24000,2,PCM_16
1751,188.wav,188,engine_idling,44100,2,PCM_16
1752,8438.wav,8438,engine_idling,44100,2,PCM_16
1753,76.wav,76,jackhammer,44100,2,PCM_16
1754,3579.wav,3579,engine_idling,48000,2,PCM_16
1755,4216.wav,4216,drilling,48000,2,PCM_16
1756,4570.wav,4570,drilling,44100,2,PCM_16
1757,2101.wav,2101,air_conditioner,48000,2,PCM_24
1758,6367.wav,6367,street_music,44100,2,PCM_16
1759,7079.wav,7079,engine_idling,48000,2,PCM_24
1760,3237.wav,3237,dog_bark,44100,2,PCM_16
1761,2129.wav,2129,engine_idling,48000,2,PCM_16
1762,7051.wav,7051,air_conditioner,44100,2,PCM_24
1763,1346.wav,1346,drilling,48000,2,PCM_16
1764,3551.wav,3551,air_conditioner,48000,2,PCM_24
1765,5134.wav,5134,jackhammer,44100,2,FLOAT
1766,3545.wav,3545,gun_shot,44100,2,PCM_16
1767,7723.wav,7723,street_music,44100,2,PCM_24
1768,8410.wav,8410,children_playing,48000,2,PCM_24
1769,1352.wav,1352,dog_bark,96000,2,PCM_24
1770,3223.wav,3223,drilling,44100,2,PCM_16
1771,5652.wav,5652,street_music,44100,2,PCM_16
1772,7910.wav,7910,drilling,44100,2,PCM_16
1773,639.wav,639,drilling,96000,2,PCM_24
1774,7904.wav,7904,car_horn,44100,2,PCM_16
1775,2854.wav,2854,siren,44100,2,PCM_16
1776,1385.wav,1385,air_conditioner,48000,2,PCM_24
1777,611.wav,611,drilling,44100,1,PCM_24
1778,7938.wav,7938,car_horn,44100,2,PCM_16
1779,605.wav,605,gun_shot,44100,2,PCM_16
1780,2840.wav,2840,dog_bark,44100,2,PCM_16
1781,5691.wav,5691,air_conditioner,44100,2,PCM_24
1782,7086.wav,7086,street_music,44100,2,PCM_24
1783,163.wav,163,dog_bark,44100,1,PCM_16
1784,7509.wav,7509,dog_bark,96000,2,PCM_24
1785,4000.wav,4000,children_playing,44100,2,PCM_16
1786,4766.wav,4766,street_music,44100,2,PCM_24
1787,6171.wav,6171,gun_shot,44100,2,PCM_16
1788,8148.wav,8148,dog_bark,44100,1,PCM_16
1789,6165.wav,6165,children_playing,44100,2,PCM_24
1790,2303.wav,2303,dog_bark,22050,1,PCM_16
1791,4014.wav,4014,children_playing,44100,2,PCM_16
1792,2465.wav,2465,children_playing,48000,2,PCM_24
1793,6603.wav,6603,gun_shot,44100,2,PCM_16
1794,3753.wav,3753,car_horn,48000,2,PCM_24
1795,5322.wav,5322,gun_shot,44100,2,PCM_16
1796,7253.wav,7253,dog_bark,48000,2,PCM_16
1797,5444.wav,5444,siren,44100,2,PCM_16
1798,4996.wav,4996,children_playing,44100,2,PCM_16
1799,3021.wav,3021,drilling,44100,2,PCM_16
1800,8174.wav,8174,drilling,44100,2,PCM_16
1801,7247.wav,7247,dog_bark,96000,2,PCM_16
1802,1636.wav,1636,jackhammer,44100,2,PCM_16
1803,6159.wav,6159,jackhammer,44100,2,PCM_16
1804,1150.wav,1150,drilling,44100,2,PCM_16
1805,8612.wav,8612,siren,44100,2,PCM_16
1806,7521.wav,7521,drilling,22050,1,PCM_U8
1807,4028.wav,4028,dog_bark,44100,2,PCM_16
1808,3747.wav,3747,engine_idling,44100,2,PCM_16
1809,5336.wav,5336,engine_idling,44100,2,PCM_16
1810,349.wav,349,car_horn,44100,2,PCM_16
1811,1805.wav,1805,dog_bark,44100,1,PCM_16
1812,6818.wav,6818,car_horn,16000,1,PCM_16
1813,3960.wav,3960,engine_idling,48000,2,PCM_24
1814,6830.wav,6830,air_conditioner,44100,2,PCM_24
1815,413.wav,413,dog_bark,44100,2,PCM_16
1816,1187.wav,1187,drilling,24000,2,PCM_16
1817,3948.wav,3948,car_horn,44100,2,PCM_16
1818,3790.wav,3790,drilling,44100,1,PCM_16
1819,4799.wav,4799,siren,48000,2,PCM_16
1820,5487.wav,5487,children_playing,48000,1,PCM_16
1821,1839.wav,1839,drilling,44100,2,PCM_16
1822,361.wav,361,children_playing,48000,2,PCM_24
1823,7284.wav,7284,jackhammer,48000,2,PCM_24
1824,5493.wav,5493,air_conditioner,48000,2,PCM_24
1825,3784.wav,3784,car_horn,44100,2,PCM_16
1826,6824.wav,6824,engine_idling,44100,2,PCM_24
1827,407.wav,407,air_conditioner,48000,2,PCM_24
1828,5492.wav,5492,drilling,48000,2,PCM_16
1829,7285.wav,7285,dog_bark,44100,2,PCM_16
1830,360.wav,360,children_playing,44100,2,PCM_16
1831,406.wav,406,air_conditioner,48000,2,PCM_16
1832,3785.wav,3785,air_conditioner,44100,2,PCM_16
1833,3791.wav,3791,jackhammer,44100,2,PCM_16
1834,1186.wav,1186,dog_bark,44100,2,PCM_16
1835,412.wav,412,engine_idling,44100,2,PCM_16
1836,6831.wav,6831,street_music,44100,2,PCM_16
1837,374.wav,374,dog_bark,44100,2,PCM_16
1838,4940.wav,4940,jackhammer,96000,2,PCM_16
1839,5486.wav,5486,air_conditioner,44100,2,PCM_16
1840,4968.wav,4968,drilling,96000,1,PCM_24
1841,6819.wav,6819,children_playing,44100,2,PCM_16
1842,3975.wav,3975,siren,44100,2,PCM_16
1843,348.wav,348,children_playing,44100,2,PCM_16
1844,6158.wav,6158,street_music,44100,2,PCM_24
1845,3020.wav,3020,air_conditioner,48000,2,PCM_24
1846,4997.wav,4997,drilling,44100,2,PCM_24
1847,2458.wav,2458,car_horn,44100,2,PCM_16
1848,4029.wav,4029,children_playing,44100,2,PCM_16
1849,7520.wav,7520,dog_bark,44100,2,PCM_16
1850,8613.wav,8613,dog_bark,11025,2,PCM_16
1851,1151.wav,1151,children_playing,44100,2,PCM_16
1852,8607.wav,8607,siren,44100,2,PCM_16
1853,1145.wav,1145,jackhammer,44100,2,PCM_16
1854,5323.wav,5323,air_conditioner,44100,2,PCM_24
1855,3752.wav,3752,siren,44100,2,PCM_16
1856,3034.wav,3034,siren,16000,2,PCM_U8
1857,5445.wav,5445,siren,44100,2,PCM_16
1858,1623.wav,1623,siren,48000,2,PCM_16
1859,7252.wav,7252,car_horn,16000,1,PCM_16
1860,8161.wav,8161,drilling,44100,2,PCM_16
1861,2302.wav,2302,car_horn,44100,2,PCM_24
1862,6602.wav,6602,children_playing,48000,2,PCM_24
1863,2464.wav,2464,children_playing,44100,2,PCM_16
1864,4015.wav,4015,air_conditioner,44100,2,PCM_24
1865,2470.wav,2470,engine_idling,48000,2,PCM_24
1866,4001.wav,4001,jackhammer,96000,2,PCM_24
1867,7508.wav,7508,engine_idling,48000,2,PCM_24
1868,6616.wav,6616,jackhammer,44100,1,PCM_16
1869,6170.wav,6170,children_playing,44100,2,PCM_16
1870,4767.wav,4767,drilling,44100,2,PCM_16
1871,3008.wav,3008,engine_idling,48000,1,PCM_24
1872,2699.wav,2699,children_playing,44100,2,PCM_16
1873,3587.wav,3587,air_conditioner,48000,2,PCM_16
1874,1390.wav,1390,dog_bark,44100,2,PCM_24
1875,604.wav,604,dog_bark,48000,2,PCM_24
1876,7939.wav,7939,children_playing,48000,2,PCM_24
1877,162.wav,162,siren,48000,2,PCM_24
1878,7087.wav,7087,engine_idling,44100,2,PCM_16
1879,5848.wav,5848,street_music,44100,2,PCM_16
1880,5690.wav,5690,dog_bark,44100,1,PCM_16
1881,5684.wav,5684,street_music,44100,2,PCM_16
1882,176.wav,176,car_horn,44100,2,PCM_16
1883,88.wav,88,car_horn,44100,2,PCM_16
1884,610.wav,610,children_playing,44100,2,PCM_16
1885,1384.wav,1384,street_music,16000,1,PCM_16
1886,2855.wav,2855,engine_idling,48000,2,FLOAT
1887,5874.wav,5874,children_playing,48000,2,PCM_24
1888,2869.wav,2869,air_conditioner,48000,1,PCM_24
1889,7911.wav,7911,dog_bark,44100,2,PCM_16
1890,1353.wav,1353,drilling,44100,1,PCM_24
1891,8411.wav,8411,engine_idling,48000,2,FLOAT
1892,5135.wav,5135,drilling,44100,2,PCM_16
1893,5653.wav,5653,drilling,44100,2,PCM_16
1894,8377.wav,8377,street_music,44100,2,PCM_16
1895,1435.wav,1435,car_horn,44100,2,PCM_16
1896,3236.wav,3236,jackhammer,48000,2,PCM_16
1897,4559.wav,4559,siren,48000,2,PCM_16
1898,2896.wav,2896,drilling,44100,1,PCM_24
1899,3550.wav,3550,children_playing,44100,2,PCM_24
1900,5121.wav,5121,children_playing,44100,2,PCM_16
1901,1347.wav,1347,jackhammer,96000,2,PCM_24
1902,7736.wav,7736,dog_bark,44100,2,PCM_24
1903,4217.wav,4217,drilling,44100,2,PCM_16
